DateTime,Interbeat Interval (MS)
2026-01-07 12:57:00.339000+00:00,882
2026-01-07 12:57:01.199000+00:00,855
2026-01-07 12:57:02.058000+00:00,882
2026-01-07 12:57:02.995000+00:00,902
2026-01-07 12:57:03.894000+00:00,929
2026-01-07 12:57:04.792000+00:00,894
2026-01-07 12:57:05.691000+00:00,898
2026-01-07 12:57:06.628000+00:00,917
2026-01-07 12:57:07.566000+00:00,933
2026-01-07 12:57:08.464000+00:00,898
2026-01-07 12:57:09.363000+00:00,917
2026-01-07 12:57:10.339000+00:00,953
2026-01-07 12:57:11.238000+00:00,925
2026-01-07 12:57:12.136000+00:00,886
2026-01-07 12:57:13.074000+00:00,933
2026-01-07 12:57:14.050000+00:00,972
2026-01-07 12:57:14.949000+00:00,921
2026-01-07 12:57:15.886000+00:00,921
2026-01-07 12:57:16.824000+00:00,945
2026-01-07 12:57:17.761000+00:00,949
2026-01-07 12:57:18.660000+00:00,898
2026-01-07 12:57:19.558000+00:00,867
2026-01-07 12:57:20.417000+00:00,875
2026-01-07 12:57:21.316000+00:00,894
2026-01-07 12:57:22.253000+00:00,937
2026-01-07 12:57:23.269000+00:00,1011
2026-01-07 12:57:24.245000+00:00,988
2026-01-07 12:57:25.183000+00:00,925
2026-01-07 12:57:26.120000+00:00,937
2026-01-07 12:57:27.058000+00:00,949
2026-01-07 12:57:28.035000+00:00,953
2026-01-07 12:57:28.933000+00:00,925
2026-01-07 12:57:29.831000+00:00,890
2026-01-07 12:57:30.730000+00:00,894
2026-01-07 12:57:31.667000+00:00,945
2026-01-07 12:57:32.683000+00:00,1019
2026-01-07 12:57:33.738000+00:00,1042
2026-01-07 12:57:34.753000+00:00,1007
2026-01-07 12:57:35.691000+00:00,945
2026-01-07 12:57:36.628000+00:00,929
2026-01-07 12:57:37.566000+00:00,933
2026-01-07 12:57:38.503000+00:00,949
2026-01-07 12:57:39.441000+00:00,921
2026-01-07 12:57:40.339000+00:00,925
2026-01-07 12:57:41.277000+00:00,925
2026-01-07 12:57:42.136000+00:00,859
2026-01-07 12:57:42.956000+00:00,835
2026-01-07 12:57:43.816000+00:00,843
2026-01-07 12:57:44.636000+00:00,828
2026-01-07 12:57:45.456000+00:00,796
2026-01-07 12:57:46.238000+00:00,792
2026-01-07 12:57:47.019000+00:00,781
2026-01-07 12:57:47.761000+00:00,765
2026-01-07 12:57:48.503000+00:00,738
2026-01-07 12:57:49.245000+00:00,738
2026-01-07 12:57:49.988000+00:00,738
2026-01-07 12:57:50.730000+00:00,734
2026-01-07 12:57:51.472000+00:00,734
2026-01-07 12:57:52.175000+00:00,726
2026-01-07 12:57:52.917000+00:00,714
2026-01-07 12:57:53.660000+00:00,742
2026-01-07 12:57:54.402000+00:00,761
2026-01-07 12:57:55.222000+00:00,800
2026-01-07 12:57:56.081000+00:00,855
2026-01-07 12:57:56.941000+00:00,875
